ID,월,일,측정 시간대,섭씨 온도(°⁣C),절대 온도(K),이슬점 온도(°C),상대 습도 (%),대기압(mbar),포화 증기압(mbar),실제 증기압(mbar),증기압 부족량(mbar),수증기 함량 (g/kg),공기 밀도 (g/m**3),풍향 (deg),풍속 (m/s)
TRAIN_25946,7,12,오전,18.79,293.1,12.49,66.78,986.31,21.72,14.51,7.22,9.2,1170.34,227.5,0.75
TRAIN_25947,8,9,오전,15.32,289.07,9.91,70.1,992.87,17.43,12.22,5.21,7.69,1193.38,273.2,1.4
TRAIN_25948,7,15,오전,12.16,285.74,8.62,78.9,994.83,14.19,11.2,2.99,7.03,1209.46,251.6,1.88
TRAIN_25949,2,15,오전,3.75,278.51,1.73,86.6,979.99,7.99,6.92,1.07,4.4,1229.58,226.8,0.67
TRAIN_25950,7,31,오후,24.79,299.26,13.54,49.6,984.81,31.33,15.54,15.79,9.87,1144.56,272.9,0.95
TRAIN_25951,2,2,저녁,10.27,284.75,6.05,75.0,983.94,12.52,9.39,3.13,5.96,1204.99,306.7,2.97
TRAIN_25952,6,28,저녁,15.59,289.75,13.19,85.6,988.04,17.74,15.18,2.55,9.61,1185.09,70.8,0.38
TRAIN_25953,4,6,오전,10.08,284.47,5.86,75.0,984.99,12.36,9.27,3.09,5.87,1207.14,206.5,3.13
TRAIN_25954,4,10,저녁,6.75,280.78,2.25,72.9,989.29,9.86,7.19,2.67,4.53,1227.82,68.39,2.15
TRAIN_25955,5,25,오후,14.91,289.05,10.94,77.1,988.24,16.98,13.09,3.89,8.28,1189.08,19.84,1.57
TRAIN_25956,2,20,오전,2.35,276.33,-1.48,75.7,989.66,7.24,5.48,1.76,3.45,1248.74,182.3,2.82
TRAIN_25957,4,24,새벽,1.84,276.2,-1.94,75.9,984.81,6.98,5.29,1.68,3.35,1245.01,254.2,3.17
TRAIN_25958,6,15,오후,18.01,293.26,10.73,62.41,975.32,20.69,12.91,7.78,8.27,1161.05,203.3,3.08
TRAIN_25959,6,10,새벽,9.65,283.83,8.78,94.3,987.5,12.01,11.32,0.68,7.16,1211.11,154.4,0.46
TRAIN_25960,6,10,새벽,13.61,287.72,9.91,78.3,988.56,15.61,12.22,3.39,7.73,1195.26,241.3,2.14
TRAIN_25961,3,2,새벽,1.96,276.52,-0.49,83.7,982.5,7.04,5.89,1.15,3.74,1241.22,185.6,2.76
TRAIN_25962,7,6,저녁,14.53,288.19,7.32,61.87,993.94,16.57,10.25,6.32,6.44,1198.86,255.8,2.52
TRAIN_25963,3,4,저녁,5.14,280.58,-1.36,62.72,971.81,8.81,5.53,3.29,3.55,1213.86,169.2,4.25
TRAIN_25964,11,15,저녁,3.19,276.7,2.69,96.5,995.67,7.69,7.42,0.27,4.65,1251.57,236.0,0.52
TRAIN_25965,10,1,저녁,15.0,289.57,12.96,87.6,983.1,17.08,14.96,2.12,9.52,1181.65,179.1,2.67
TRAIN_25966,1,13,오후,3.45,277.68,-0.38,75.9,986.53,7.82,5.94,1.89,3.75,1239.62,266.6,1.9
TRAIN_25967,2,11,저녁,2.06,276.93,-1.44,77.5,978.62,7.09,5.5,1.6,3.5,1236.04,226.7,2.36
TRAIN_25968,6,28,오후,20.76,294.64,10.3,51.12,991.53,24.54,12.55,12.0,7.91,1169.56,235.1,1.65
TRAIN_25969,3,19,새벽,3.67,277.41,2.09,89.4,992.62,7.95,7.11,0.84,4.46,1245.74,126.1,0.89
TRAIN_25970,7,25,저녁,20.65,294.48,18.24,86.1,992.03,24.38,20.99,3.39,13.27,1166.81,172.4,0.46
TRAIN_25971,8,20,오전,16.45,290.72,14.98,91.0,986.71,18.74,17.05,1.69,10.82,1179.12,212.0,0.23
TRAIN_25972,12,25,새벽,6.27,279.72,2.33,75.8,996.38,9.53,7.23,2.31,4.52,1238.77,217.9,4.11
TRAIN_25973,9,5,오후,18.72,292.55,14.0,74.0,992.07,21.63,16.0,5.62,10.1,1176.82,299.4,0.97
TRAIN_25974,4,16,오전,10.4,285.48,8.2,86.2,976.63,12.63,10.89,1.74,6.96,1194.76,206.6,3.38
TRAIN_25975,4,23,오전,4.59,278.93,0.52,74.8,985.21,8.48,6.34,2.14,4.01,1232.68,34.44,4.13
TRAIN_25976,10,10,저녁,6.53,280.07,5.29,91.8,995.27,9.71,8.91,0.8,5.59,1235.46,253.4,0.54
TRAIN_25977,5,21,새벽,13.44,287.24,7.82,68.7,992.22,15.44,10.6,4.83,6.67,1201.16,202.3,0.66
TRAIN_25978,8,1,새벽,13.22,287.1,11.35,88.4,991.21,15.22,13.45,1.76,8.48,1199.55,248.9,1.83
TRAIN_25979,2,8,오후,9.14,284.83,4.67,73.5,969.31,11.6,8.53,3.07,5.49,1192.16,207.9,9.24
TRAIN_25980,1,10,오전,4.25,279.8,2.48,88.2,970.51,8.28,7.31,0.98,4.7,1215.24,164.4,1.15
TRAIN_25981,10,23,저녁,8.07,282.24,5.44,83.4,987.58,10.79,9.0,1.79,5.69,1219.11,10.69,2.45
TRAIN_25982,11,3,저녁,3.25,276.9,2.7,96.2,993.78,7.72,7.42,0.29,4.66,1248.93,189.2,1.02
TRAIN_25983,9,29,오후,23.71,297.88,11.29,45.61,988.25,29.37,13.4,15.97,8.47,1153.71,218.6,8.47
TRAIN_25984,9,18,오후,15.25,289.46,11.33,77.4,987.42,17.36,13.43,3.92,8.51,1186.54,34.21,4.0
TRAIN_25985,10,5,저녁,7.6,280.82,6.05,89.9,999.25,10.45,9.39,1.06,5.87,1235.44,168.5,1.47
TRAIN_25986,3,3,새벽,1.37,276.64,-0.36,88.2,973.57,6.75,5.95,0.8,3.81,1232.54,171.2,0.97
TRAIN_25987,5,7,새벽,11.82,285.88,5.77,66.36,989.04,13.88,9.21,4.67,5.81,1204.75,358.5,0.2
TRAIN_25988,3,30,저녁,8.61,282.96,4.98,77.9,985.37,11.19,8.72,2.47,5.52,1214.17,234.3,2.73
TRAIN_25989,9,7,오전,9.27,282.52,8.88,97.4,998.92,11.7,11.4,0.3,7.13,1226.8,188.2,0.59
TRAIN_25990,8,13,오전,23.25,296.8,14.28,57.08,995.41,28.57,16.31,12.26,10.25,1162.62,211.7,4.77
TRAIN_25991,11,25,오전,3.46,276.93,1.45,86.6,996.13,7.83,6.78,1.05,4.25,1251.23,43.41,4.98
TRAIN_25992,2,6,오전,7.14,281.12,2.68,73.2,989.89,10.12,7.41,2.71,4.67,1226.77,169.5,3.27
TRAIN_25993,7,31,오전,19.64,294.05,15.05,74.8,985.2,22.9,17.13,5.77,10.89,1164.44,236.3,0.65
TRAIN_25994,7,13,오후,17.78,292.18,14.84,82.9,985.21,20.39,16.9,3.49,10.74,1172.0,155.1,1.39
TRAIN_25995,11,21,오후,10.8,285.68,2.18,55.13,979.12,12.97,7.15,5.82,4.55,1197.86,229.9,1.28
TRAIN_25996,5,7,오전,20.18,294.26,4.23,34.91,989.16,23.68,8.27,15.41,5.22,1170.98,129.6,4.73
TRAIN_25997,7,30,저녁,19.71,293.99,13.41,66.96,986.77,23.0,15.4,7.6,9.77,1166.81,235.4,0.58
TRAIN_25998,6,1,오후,17.02,291.54,15.49,90.7,983.79,19.43,17.62,1.81,11.22,1173.04,253.1,1.64
TRAIN_25999,5,4,오후,12.45,285.55,-0.32,41.24,1000.69,14.47,5.97,8.5,3.72,1217.8,42.63,3.87
TRAIN_26000,11,22,새벽,10.26,284.94,5.77,73.6,981.49,12.51,9.21,3.3,5.86,1202.1,178.5,2.41
TRAIN_26001,8,17,새벽,10.9,284.89,8.59,85.6,989.88,13.06,11.18,1.88,7.05,1208.77,105.8,0.58
TRAIN_26002,4,10,새벽,1.21,275.49,-0.6,87.7,985.78,6.67,5.85,0.82,3.7,1248.83,94.5,0.53
TRAIN_26003,6,28,새벽,14.79,288.65,13.55,92.3,991.56,16.85,15.55,1.3,9.81,1192.47,174.1,0.38
TRAIN_26004,12,6,새벽,-6.39,266.63,-7.3,93.2,1001.78,3.78,3.52,0.26,2.19,1306.44,185.9,0.71
TRAIN_26005,11,19,오후,4.91,279.43,3.42,90.0,983.17,8.68,7.81,0.87,4.96,1227.98,229.4,1.1
TRAIN_26006,1,9,오전,-2.85,271.95,-3.63,94.3,979.14,4.95,4.67,0.28,2.97,1259.56,207.3,0.7
TRAIN_26007,9,14,오후,29.03,303.25,12.06,35.08,987.84,40.18,14.1,26.09,8.92,1132.62,148.8,2.18
TRAIN_26008,6,14,저녁,15.51,290.84,13.31,86.7,974.2,17.65,15.3,2.35,9.83,1168.66,181.0,1.43
TRAIN_26009,6,7,저녁,21.43,295.08,11.06,51.6,994.2,25.58,13.2,12.38,8.3,1169.76,19.06,0.73
TRAIN_26010,7,11,오후,28.05,302.67,13.16,39.93,983.18,37.97,15.16,22.81,9.65,1130.46,249.5,3.23
TRAIN_26011,7,5,오전,22.57,296.77,11.42,49.31,987.82,27.42,13.52,13.9,8.56,1157.6,255.0,3.07
TRAIN_26012,2,15,오후,4.35,278.76,1.51,81.7,984.39,8.34,6.81,1.53,4.32,1232.47,279.8,1.03
TRAIN_26013,2,1,새벽,5.44,280.08,4.17,91.5,981.68,9.0,8.23,0.76,5.23,1223.61,89.9,1.02
TRAIN_26014,7,23,저녁,19.38,293.29,17.7,90.0,991.04,22.54,20.28,2.25,12.83,1171.01,258.1,1.6
TRAIN_26015,3,17,오후,10.71,284.05,1.41,52.49,997.84,12.89,6.77,6.12,4.23,1221.4,42.68,2.6
TRAIN_26016,7,7,오후,21.62,295.29,6.12,36.47,993.97,25.87,9.44,16.44,5.93,1170.43,281.9,1.67
TRAIN_26017,7,19,저녁,20.3,293.97,13.88,66.59,993.94,23.86,15.89,7.97,10.0,1172.76,38.06,0.99
TRAIN_26018,11,2,오후,6.3,280.46,3.13,80.1,987.57,9.55,7.65,1.9,4.83,1227.46,257.5,2.29
TRAIN_26019,12,29,오전,2.67,274.68,1.35,91.0,1014.67,7.4,6.74,0.67,4.14,1278.27,233.7,1.09
TRAIN_26020,4,15,새벽,4.77,279.39,3.74,93.0,981.87,8.59,7.99,0.6,5.08,1226.9,204.1,0.82
TRAIN_26021,8,20,오전,16.62,290.87,15.33,92.1,986.92,18.94,17.45,1.5,11.07,1178.5,201.5,1.38
TRAIN_26022,3,23,새벽,4.35,278.82,2.21,85.9,983.72,8.34,7.16,1.18,4.54,1231.47,284.0,0.21
TRAIN_26023,10,30,저녁,7.03,279.88,6.54,96.7,1003.83,10.05,9.72,0.33,6.04,1243.5,231.8,0.84
TRAIN_26024,10,2,저녁,13.91,288.05,5.16,55.46,988.12,15.92,8.83,7.09,5.57,1195.04,226.4,2.69
TRAIN_26025,5,24,새벽,12.43,287.01,11.35,93.1,982.78,14.45,13.45,1.0,8.56,1192.58,246.6,3.58
TRAIN_26026,8,6,오전,13.67,287.06,11.67,87.7,997.24,15.67,13.74,1.93,8.62,1204.86,203.4,0.99
TRAIN_26027,4,29,오후,13.69,287.64,0.24,39.61,990.39,15.69,6.21,9.47,3.91,1199.91,184.7,3.82
TRAIN_26028,9,16,새벽,14.75,289.08,11.34,80.0,985.93,16.81,13.44,3.36,8.53,1186.79,179.6,0.86
TRAIN_26029,11,15,새벽,-0.2,272.79,-3.87,76.1,1002.23,6.02,4.58,1.44,2.85,1276.85,213.3,1.61
TRAIN_26030,12,28,오후,4.7,276.78,2.84,87.7,1013.7,8.55,7.49,1.05,4.61,1267.37,269.7,2.8
TRAIN_26031,3,12,저녁,1.0,273.83,-0.78,87.8,1004.19,6.57,5.77,0.8,3.58,1273.19,33.1,4.87
TRAIN_26032,6,26,오후,21.88,295.87,9.07,43.92,990.18,26.29,11.55,14.74,7.28,1163.97,249.6,2.06
TRAIN_26033,11,14,오전,-4.2,268.34,-6.33,85.0,1008.1,4.47,3.8,0.67,2.35,1303.85,166.1,0.87
TRAIN_26034,6,14,오후,19.73,295.18,11.32,58.29,973.08,23.03,13.42,9.61,8.63,1151.34,237.6,5.03
TRAIN_26035,8,20,오전,16.82,291.07,15.46,91.7,986.92,19.19,17.59,1.59,11.16,1177.62,191.6,0.91
TRAIN_26036,4,16,오전,11.11,286.24,7.69,79.4,976.18,13.24,10.51,2.73,6.73,1191.4,200.0,2.85
TRAIN_26037,1,12,새벽,4.25,280.46,2.53,88.5,962.58,8.28,7.33,0.95,4.75,1205.28,214.5,3.33
TRAIN_26038,2,6,새벽,6.66,280.31,4.18,84.1,993.98,9.8,8.24,1.56,5.17,1233.57,177.9,1.81
TRAIN_26039,8,3,오전,19.27,293.53,15.26,77.6,986.98,22.38,17.37,5.01,11.02,1167.93,205.1,5.05
TRAIN_26040,12,29,오후,4.06,276.2,1.81,85.2,1013.02,8.17,6.96,1.21,4.29,1269.68,206.9,0.81
TRAIN_26041,5,5,오전,10.06,283.11,5.47,73.1,1001.4,12.34,9.02,3.32,5.62,1227.52,82.3,0.74
TRAIN_26042,3,20,오전,3.49,277.36,-0.09,77.3,991.09,7.85,6.07,1.78,3.82,1245.12,217.8,1.04
TRAIN_26043,8,15,오후,20.58,294.16,10.24,51.47,995.06,24.27,12.49,11.78,7.85,1174.49,39.82,3.42
TRAIN_26044,11,23,새벽,4.16,278.06,3.83,97.7,990.71,8.23,8.04,0.19,5.06,1240.67,48.99,0.43
TRAIN_26045,11,3,오전,4.12,277.68,1.71,84.2,994.98,8.21,6.91,1.3,4.33,1246.75,173.3,1.11
TRAIN_26046,1,9,오후,2.35,277.29,-0.02,84.3,977.71,7.24,6.1,1.14,3.89,1233.34,228.3,1.2
TRAIN_26047,4,9,오전,5.73,280.2,1.04,71.7,983.72,9.18,6.58,2.6,4.17,1225.66,148.5,0.87
TRAIN_26048,12,16,오후,3.25,276.06,-2.98,63.53,1004.36,7.71,4.9,2.81,3.04,1263.48,184.5,2.07
TRAIN_26049,1,5,오후,-1.61,273.86,-2.6,92.9,970.84,5.43,5.04,0.39,3.24,1242.99,22.29,2.71
TRAIN_26050,1,10,새벽,2.3,277.45,1.26,92.8,975.09,7.21,6.69,0.52,4.28,1229.95,224.6,1.12
TRAIN_26051,12,3,저녁,-1.54,271.6,-3.06,89.3,1000.16,5.45,4.87,0.58,3.03,1280.39,6.53,0.19
TRAIN_26052,7,31,새벽,18.56,292.85,13.4,71.9,986.53,21.41,15.39,6.02,9.76,1171.12,176.0,0.19
TRAIN_26053,6,19,새벽,12.1,285.91,10.14,87.8,992.11,14.14,12.41,1.72,7.82,1205.84,297.0,1.32
TRAIN_26054,9,13,오후,28.98,303.19,12.53,36.29,988.0,40.07,14.54,25.53,9.21,1132.8,44.31,2.96
TRAIN_26055,9,3,저녁,21.62,295.68,11.88,53.84,989.36,25.87,13.93,11.94,8.8,1162.97,245.3,2.87
TRAIN_26056,3,14,새벽,-0.6,271.94,-2.37,87.7,1008.07,5.85,5.13,0.72,3.17,1285.92,29.56,4.15
TRAIN_26057,8,16,오후,20.82,294.8,8.28,44.42,990.25,24.64,10.94,13.69,6.9,1168.52,46.66,4.5
TRAIN_26058,11,15,오후,2.26,275.64,1.08,91.9,997.17,7.19,6.61,0.58,4.13,1258.11,171.7,1.63
TRAIN_26059,2,14,오후,7.81,284.04,2.66,69.83,962.76,10.6,7.4,3.2,4.8,1190.21,202.1,5.17
TRAIN_26060,2,18,저녁,2.07,276.03,-1.07,79.6,989.93,7.09,5.65,1.45,3.56,1250.27,37.4,0.37
TRAIN_26061,7,22,저녁,21.74,295.74,16.02,69.95,990.12,26.06,18.23,7.83,11.53,1161.47,20.22,3.34
TRAIN_26062,10,7,오전,7.53,281.32,6.65,94.1,992.2,10.4,9.79,0.61,6.16,1226.81,26.89,1.81
TRAIN_26063,7,4,새벽,7.63,281.11,6.93,95.3,995.98,10.47,9.98,0.49,6.26,1230.98,194.8,0.98
TRAIN_26064,7,28,오전,16.43,290.34,13.13,80.8,990.96,18.72,15.12,3.59,9.55,1185.19,163.3,1.22
TRAIN_26065,11,18,저녁,8.29,283.2,3.46,71.5,978.57,10.95,7.83,3.12,4.99,1207.55,209.0,8.52
TRAIN_26066,9,18,오후,16.88,291.12,11.45,70.3,987.08,19.26,13.54,5.72,8.58,1179.41,41.89,3.8
TRAIN_26067,9,20,저녁,11.89,285.58,8.03,77.2,993.59,13.94,10.76,3.18,6.77,1209.29,348.7,0.59
TRAIN_26068,12,13,오전,3.38,276.58,3.12,98.2,999.49,7.79,7.65,0.14,4.77,1255.44,184.9,1.39
TRAIN_26069,11,17,새벽,9.03,283.41,6.7,85.3,985.09,11.52,9.82,1.69,6.23,1211.5,213.0,2.51
TRAIN_26070,11,28,저녁,-1.62,271.08,-4.31,81.8,1005.92,5.42,4.43,0.99,2.75,1288.37,359.8,1.21
TRAIN_26071,2,10,저녁,3.5,279.01,-0.08,77.3,970.83,7.85,6.07,1.78,3.9,1219.55,196.3,2.51
TRAIN_26072,9,11,오전,15.56,289.48,13.14,85.5,990.85,17.7,15.14,2.57,9.56,1188.62,183.0,0.54
TRAIN_26073,8,10,저녁,14.57,288.28,3.82,48.38,993.37,16.61,8.04,8.57,5.05,1199.02,310.6,1.48
TRAIN_26074,6,13,새벽,13.54,288.51,12.71,94.7,978.26,15.54,14.71,0.82,9.41,1181.9,230.1,1.38
TRAIN_26075,3,14,오후,5.34,278.14,-1.87,59.56,1004.53,8.94,5.32,3.61,3.3,1253.99,17.49,2.23
TRAIN_26076,6,12,새벽,13.72,288.25,11.05,83.9,983.47,15.72,13.19,2.53,8.38,1188.18,212.8,0.84
TRAIN_26077,4,10,오전,7.67,281.88,1.5,64.86,987.06,10.5,6.81,3.69,4.3,1221.22,182.9,0.88
TRAIN_26078,8,2,저녁,15.73,289.74,13.92,89.0,989.73,17.9,15.93,1.97,10.07,1186.21,221.5,0.59
TRAIN_26079,3,3,저녁,3.05,278.04,-2.97,64.43,977.25,7.61,4.9,2.71,3.13,1230.17,242.6,1.74
TRAIN_26080,7,2,새벽,16.0,290.3,12.88,81.7,986.29,18.21,14.88,3.33,9.44,1181.44,243.8,0.6
TRAIN_26081,4,23,오전,4.24,278.62,1.54,82.5,984.75,8.28,6.83,1.45,4.32,1233.41,46.94,2.94
TRAIN_26082,10,1,저녁,15.36,289.9,12.84,84.9,983.49,17.48,14.84,2.64,9.44,1180.7,193.5,2.53
TRAIN_26083,9,20,오후,14.12,287.89,6.77,61.18,992.56,16.13,9.87,6.26,6.21,1199.07,41.08,2.0
TRAIN_26084,2,22,저녁,3.31,277.95,2.34,93.3,981.56,7.75,7.23,0.52,4.6,1233.33,269.1,1.34
TRAIN_26085,7,19,오전,22.03,295.54,14.0,60.33,995.84,26.53,16.01,10.52,10.06,1168.07,141.7,1.18
TRAIN_26086,12,7,새벽,-6.49,266.14,-7.37,93.4,1007.02,3.75,3.51,0.25,2.17,1313.75,202.3,1.21
TRAIN_26087,11,2,저녁,6.26,280.31,2.72,78.0,989.0,9.53,7.43,2.1,4.69,1229.5,235.5,1.67
TRAIN_26088,6,18,저녁,13.61,287.48,11.61,87.7,991.45,15.61,13.69,1.92,8.63,1198.1,340.3,0.86
TRAIN_26089,4,10,오전,0.61,274.88,-1.03,88.7,985.91,6.39,5.66,0.72,3.58,1251.8,171.3,0.69
TRAIN_26090,10,18,새벽,10.54,284.13,9.91,95.9,994.74,12.75,12.22,0.52,7.68,1215.78,183.8,0.72
TRAIN_26091,6,21,저녁,17.91,291.39,13.44,75.1,996.22,20.56,15.44,5.12,9.7,1185.31,236.3,1.07
TRAIN_26092,11,24,새벽,6.2,279.86,5.91,98.0,993.84,9.49,9.3,0.19,5.84,1234.93,20.84,2.12
TRAIN_26093,3,7,저녁,-0.57,274.04,-1.42,93.9,981.65,5.86,5.5,0.36,3.49,1251.85,296.8,0.59
TRAIN_26094,1,13,새벽,3.4,278.67,0.36,80.4,973.71,7.8,6.27,1.53,4.01,1223.53,215.7,5.46
TRAIN_26095,3,16,저녁,5.89,278.8,0.0,65.73,1003.21,9.29,6.11,3.18,3.79,1249.49,58.32,3.99
TRAIN_26096,1,14,오전,0.84,275.04,-1.94,81.6,986.79,6.49,5.3,1.19,3.35,1252.07,229.7,3.98
TRAIN_26097,12,2,오전,4.03,277.87,0.59,78.2,991.52,8.15,6.38,1.78,4.01,1243.07,217.9,1.63
TRAIN_26098,8,30,오후,20.92,294.19,7.43,41.67,998.69,24.79,10.33,14.46,6.46,1178.4,43.57,2.46
TRAIN_26099,10,10,오전,5.25,278.58,4.65,95.9,997.83,8.88,8.52,0.36,5.33,1244.51,159.5,0.75
TRAIN_26100,1,24,오전,0.85,273.54,0.2,95.4,1006.03,6.5,6.2,0.3,3.84,1276.04,245.1,0.92
TRAIN_26101,11,4,저녁,5.63,280.1,2.81,82.0,983.76,9.12,7.48,1.64,4.74,1225.73,172.5,1.29
TRAIN_26102,4,19,오후,11.33,284.75,1.59,51.02,996.8,13.43,6.85,6.58,4.29,1217.42,263.4,3.37
TRAIN_26103,4,10,저녁,7.01,281.03,2.29,71.8,989.36,10.03,7.2,2.83,4.54,1226.77,64.56,2.18
TRAIN_26104,5,2,오후,15.22,288.68,4.14,47.45,996.37,17.32,8.22,9.1,5.15,1199.86,73.9,3.28
TRAIN_26105,4,28,오전,2.96,277.26,-0.31,79.0,985.68,7.56,5.97,1.59,3.78,1240.7,146.7,0.93
TRAIN_26106,6,21,오전,19.04,292.74,12.63,66.35,993.52,22.06,14.64,7.42,9.22,1177.88,296.7,1.68
TRAIN_26107,3,18,새벽,-0.51,272.99,-1.96,89.9,995.63,5.88,5.29,0.59,3.31,1269.56,200.0,1.43
TRAIN_26108,8,8,오전,16.41,290.12,12.37,77.0,993.4,18.69,14.39,4.3,9.06,1188.54,171.7,1.52
TRAIN_26109,11,16,오전,5.54,279.4,4.99,96.2,991.34,9.07,8.72,0.34,5.49,1234.99,171.2,2.17
TRAIN_26110,12,28,저녁,3.53,275.51,2.04,89.9,1015.17,7.87,7.08,0.8,4.35,1274.74,101.7,0.82
TRAIN_26111,1,24,오전,2.66,275.43,0.81,87.6,1004.95,7.4,6.48,0.92,4.02,1266.18,180.0,1.27
TRAIN_26112,2,26,새벽,-1.69,272.47,-3.1,90.0,987.23,5.4,4.86,0.54,3.07,1264.48,138.7,0.35
TRAIN_26113,6,15,저녁,17.96,293.21,10.82,62.98,975.32,20.62,12.99,7.63,8.32,1161.21,221.4,2.87
TRAIN_26114,6,1,저녁,16.35,290.77,13.79,84.8,984.92,18.62,15.79,2.83,10.03,1177.95,221.7,1.01
TRAIN_26115,8,9,오후,19.76,293.58,6.98,43.39,992.17,23.07,10.01,13.06,6.3,1175.46,268.1,2.14
TRAIN_26116,9,30,오후,16.04,290.18,11.15,72.7,988.26,18.26,13.27,4.98,8.4,1184.38,289.1,1.33
TRAIN_26117,11,10,오전,1.11,276.28,0.48,95.5,974.81,6.62,6.32,0.3,4.04,1235.1,258.7,1.45
TRAIN_26118,12,18,새벽,1.26,273.68,-0.25,89.6,1009.52,6.69,6.0,0.7,3.7,1278.63,149.4,0.41
TRAIN_26119,4,28,오후,6.7,280.85,-0.56,59.68,987.75,9.83,5.86,3.96,3.7,1226.74,241.2,4.38
TRAIN_26120,8,28,오전,30.82,305.08,15.57,39.78,987.5,44.53,17.71,26.82,11.23,1124.0,136.7,3.54
TRAIN_26121,4,4,오후,21.0,295.82,9.49,47.7,980.51,24.91,11.88,13.03,7.57,1155.85,231.5,1.17
TRAIN_26122,3,7,오전,2.53,277.5,0.68,87.5,977.49,7.33,6.42,0.92,4.09,1232.07,178.5,0.85
TRAIN_26123,8,6,오전,16.44,289.82,12.77,78.9,997.39,18.73,14.78,3.95,9.27,1193.04,156.5,1.67
TRAIN_26124,4,6,오후,13.8,288.24,1.59,43.38,984.59,15.8,6.85,8.95,4.34,1192.12,215.4,4.01
TRAIN_26125,5,11,저녁,18.65,293.6,8.27,50.81,978.9,21.53,10.94,10.59,6.98,1163.67,63.14,3.33
TRAIN_26126,9,29,오전,20.03,293.77,11.54,58.08,993.06,23.46,13.63,9.84,8.58,1173.8,199.0,2.94
TRAIN_26127,11,18,저녁,7.44,282.17,2.78,72.2,980.63,10.33,7.46,2.87,4.75,1213.94,202.0,4.87
TRAIN_26128,2,13,새벽,-1.26,274.19,-3.26,86.2,971.08,5.57,4.8,0.77,3.08,1241.85,180.9,0.35
TRAIN_26129,8,6,저녁,19.84,293.07,10.09,53.32,999.14,23.19,12.36,10.82,7.73,1182.37,295.2,0.69
TRAIN_26130,12,13,오후,5.23,278.58,2.76,84.0,997.6,8.87,7.45,1.42,4.66,1244.8,197.0,1.47
TRAIN_26131,3,28,오전,10.82,285.65,3.63,61.06,979.76,12.99,7.93,5.06,5.05,1198.2,185.7,6.15
TRAIN_26132,9,3,저녁,18.1,292.23,12.03,67.66,988.48,20.8,14.07,6.73,8.9,1175.9,196.0,0.81
TRAIN_26133,10,30,오후,9.12,282.04,7.04,86.8,1003.02,11.59,10.06,1.53,6.26,1233.13,255.6,1.27
TRAIN_26134,2,17,오전,-1.06,272.1,-2.96,86.8,1000.03,5.65,4.91,0.75,3.06,1277.92,45.36,3.75
TRAIN_26135,9,3,오전,18.35,292.13,12.48,68.58,992.6,21.13,14.49,6.64,9.13,1179.63,120.9,0.73
TRAIN_26136,10,21,저녁,5.86,280.03,4.3,89.7,987.41,9.27,8.31,0.95,5.25,1228.88,230.6,0.94
TRAIN_26137,3,28,오후,11.26,286.19,2.76,55.73,978.56,13.37,7.45,5.92,4.75,1195.1,187.2,3.61
TRAIN_26138,11,11,새벽,2.07,276.63,1.67,97.2,982.4,7.09,6.89,0.2,4.38,1240.16,13.91,2.15
TRAIN_26139,5,10,새벽,15.73,289.74,7.0,56.04,989.73,17.9,10.03,7.87,6.33,1188.9,221.2,1.19
TRAIN_26140,12,6,저녁,-5.6,266.98,-6.44,93.7,1007.62,4.02,3.77,0.25,2.33,1310.05,210.2,0.67
TRAIN_26141,2,24,새벽,1.29,275.27,-0.42,88.3,989.59,6.71,5.92,0.78,3.73,1253.25,244.1,1.32
TRAIN_26142,10,20,저녁,5.36,279.65,4.67,95.3,985.93,8.95,8.53,0.42,5.4,1229.15,12.06,0.77
TRAIN_26143,6,18,오전,18.93,293.02,10.75,58.98,988.96,21.91,12.92,8.99,8.17,1173.65,230.1,5.07
TRAIN_26144,9,28,오후,20.91,294.29,11.2,53.78,997.38,24.77,13.32,11.45,8.35,1175.54,224.4,4.75
TRAIN_26145,5,27,오후,16.35,290.35,12.65,78.7,989.94,18.62,14.66,3.97,9.26,1184.5,41.81,3.0
TRAIN_26146,10,18,오전,12.81,286.36,11.35,90.8,995.29,14.81,13.45,1.36,8.45,1206.24,89.0,0.82
TRAIN_26147,1,7,저녁,2.58,278.14,0.64,87.0,970.1,7.36,6.4,0.96,4.11,1222.54,198.9,2.63
TRAIN_26148,1,29,저녁,7.4,280.82,0.37,60.86,996.8,10.31,6.27,4.03,3.92,1234.75,213.7,4.96
TRAIN_26149,2,1,저녁,10.94,284.84,4.93,66.35,990.95,13.09,8.69,4.41,5.47,1211.07,183.9,1.78
TRAIN_26150,12,3,새벽,-4.43,268.92,-5.24,94.0,997.54,4.39,4.13,0.26,2.58,1291.1,134.2,0.53
TRAIN_26151,4,2,오후,15.79,289.77,4.6,47.25,990.16,17.97,8.49,9.48,5.35,1189.88,170.7,2.06
TRAIN_26152,11,2,저녁,6.28,280.39,2.31,75.6,988.18,9.54,7.21,2.33,4.55,1228.49,257.6,2.07
TRAIN_26153,9,20,오전,12.82,286.57,7.99,72.4,992.88,14.82,10.73,4.09,6.75,1204.51,33.78,0.79
TRAIN_26154,7,12,오전,22.06,296.4,11.85,52.31,986.18,26.58,13.9,12.68,8.82,1157.49,291.3,1.21
TRAIN_26155,12,17,저녁,1.17,273.52,-0.45,88.9,1010.3,6.65,5.91,0.74,3.65,1280.12,204.7,0.85
